Store,PromoAvg,NonPromoAvg,PromoLiftPercent
698,17037.6006,14357.3016,18.66854241
699,9603.8504,7307.3255,31.42770877
700,5440.2938,3495.1742,55.65157613
701,7214.7774,4648.4856,55.20704899
702,5338.4854,3614.5546,47.69414203
703,4099.9029,2630.2098,55.87740843
704,12223.7358,8899.4014,37.35458439
705,10005.9800,6303.9814,58.72477156
706,6412.3832,5216.4310,22.92663642
707,10143.4857,6831.8205,48.47412480
708,5351.3097,3943.2971,35.70648028
709,12313.5212,7899.4640,55.87793284
710,5455.8723,3830.7730,42.42222860
711,8448.7236,5701.9167,48.17339730
712,7678.2920,5431.8534,41.35675868
713,12402.3971,9343.8834,32.73278942
714,5162.5374,4060.2657,27.14777047
715,8548.6149,4818.1589,77.42492844
716,6448.9745,5140.8218,25.44637131
717,7125.6343,4269.7739,66.88551817
718,9353.0457,6740.5336,38.75823800
719,5889.0000,4985.6782,18.11833436
720,8418.1615,6140.6821,37.08837697
721,8369.6997,7103.1369,17.83103501
722,11098.5014,8803.1555,26.07412736
723,8014.9171,6233.9954,28.56790358
724,7676.3286,6108.4802,25.66675076
725,6437.7620,5182.0209,24.23265337
726,14164.2898,8486.2967,66.90778351
727,5602.2200,3658.0023,53.14971150
728,5738.0517,4846.3240,18.40008454
729,12615.5886,8862.8159,42.34289399
730,9094.6487,7204.1787,26.24129914
731,11361.6695,7531.6379,50.85257371
732,6773.1328,5176.2325,30.85062832
733,15843.4972,14370.2732,10.25188600
734,7719.6229,4561.6783,69.22769018
735,7168.5926,4168.4988,71.97060326
736,6155.8869,4526.1552,36.00697782
737,7582.7943,4922.7669,54.03520906
738,9580.0743,7634.4382,25.48499312
739,11465.7701,8055.3075,42.33808100
740,8173.3000,6007.6589,36.04800292
741,8878.3144,6588.4408,34.75592586
742,9424.2143,6885.0629,36.87913054
743,4943.3097,2889.9416,71.05223435
744,8245.5472,6842.5176,20.50458026
745,9981.7415,5457.2617,82.90751037
746,7263.1371,5045.9165,43.94089124
747,9645.9601,6702.6620,43.91237552
748,6911.1829,4780.2704,44.57723694
749,6757.3800,3910.9977,72.77893192
750,5872.9453,4307.9483,36.32812837
751,5015.8543,3563.8298,40.74337203
752,6843.2714,3953.1422,73.10967068
753,10549.9457,7209.3869,46.33623903
754,9835.5127,6648.1702,47.94315588
755,12064.4545,9185.7902,31.33823297
756,18245.2257,15212.0117,19.93959858
757,7427.2500,5240.3077,41.73308966
758,5889.3092,4043.0257,45.66588699
759,8908.6371,5461.2448,63.12466374
760,7859.3438,7458.1729,5.37894398
761,10369.2635,7386.4524,40.38218679
762,4561.0671,3344.2745,36.38435200
763,7044.3994,5372.4455,31.12091068
764,4368.2297,2864.6170,52.48913271
765,9967.8851,7321.7063,36.14155851
766,7014.1058,5423.0690,29.33831165
767,7437.6912,4865.0650,52.87958684
768,15598.6884,10856.7610,43.67718287
769,11521.3944,10395.7010,10.82845120
770,8033.6114,5208.4685,54.24133563
771,7842.4270,5839.8448,34.29170190
772,4004.1051,3237.6265,23.67409197
773,6609.2486,4990.8213,32.42807373
774,6283.4476,4846.9559,29.63698660
775,9721.5365,7879.4023,23.37911085
776,5824.3075,3975.8668,46.49151321
777,4555.4527,3533.5093,28.92148661
778,7165.1131,4906.1523,46.04343082
779,9416.5909,5246.7453,79.47489962
780,8550.5540,4899.5607,74.51674584
781,6382.1140,3728.1655,71.18644433
782,6245.7114,4871.2727,28.21518684
783,7904.9887,6000.4755,31.73937026
784,9511.1771,6315.5198,50.60006814
785,7715.1971,5529.4965,39.52802281
786,4742.7692,2598.9604,82.48716987
787,12060.6193,8719.2453,38.32182564
788,20322.9660,16028.1531,26.79543200
789,3523.2385,3263.8275,7.94806096
790,8263.3000,6795.0232,21.60812045
791,9190.9371,6426.9207,43.00685361
792,9553.0029,5624.1748,69.85607941
793,6216.8629,3702.3800,67.91531219
794,3242.8438,2953.0210,9.81444830
795,5793.8086,3541.9091,63.57869225
796,9022.6229,5794.3124,55.71516179
797,4859.6569,3695.3276,31.50814971
798,9706.6847,5627.3388,72.49156359
799,11065.1086,8940.3427,23.76604562
800,6180.5486,4649.5758,32.92715064
801,5897.6714,3983.2529,48.06168566
802,8124.4023,5789.9977,40.31788466
803,7340.8145,4995.4811,46.94909857
804,5326.0803,4604.1782,15.67928316
805,7432.4927,5022.6638,47.97910047
806,8591.7883,5404.0374,58.98832215
807,10850.7057,8983.0766,20.79052911
808,8933.4688,5940.4276,50.38427192
809,11997.0400,7269.6084,65.03007251
810,6705.4486,5298.1142,26.56292964
811,4586.5042,3759.8190,21.98736743
812,8059.0540,4975.0000,61.99103472
813,6639.2356,5138.6270,29.20252007
814,10547.1643,6773.1469,55.72029567
815,9591.5073,7454.4195,28.66873467
816,6007.0400,4420.0536,35.90423388
817,25168.9632,18963.3944,32.72393433
818,7727.0143,4797.9165,61.04937067
819,7024.1218,5326.9327,31.86053193
820,13428.3577,11028.8190,21.75698691
821,8331.7507,5795.5568,43.76100402
822,9320.5241,6441.2622,44.70027484
823,6929.4618,4879.2784,42.01816655
824,8098.9433,5798.5476,39.67193084
825,5242.1277,4028.1437,30.13755606
826,10355.9914,7605.8972,36.15739356
827,12995.5184,12587.8977,3.23819552
828,6495.0855,4140.2867,56.87525816
829,6981.0371,5059.5824,37.97654899
830,7762.2443,4869.3832,59.40919076
831,15700.8857,10231.7552,53.45251463
832,7592.9686,5703.5731,33.12652362
833,6617.3029,4609.0583,43.57168997
834,7245.7224,4740.5963,52.84411369
835,6287.8348,4289.0758,46.60115682
836,7613.6222,4501.6051,69.13127478
837,4211.9048,2876.0602,46.44702854
838,9436.1445,6795.0769,38.86736799
839,6422.2068,4066.4803,57.93035645
840,8779.2776,6123.0325,43.38120278
841,3837.7273,2261.1098,69.72759353
842,20021.1241,17436.0201,14.82622729
843,10705.8612,8455.4455,26.61498700
844,5414.5543,3170.4499,70.78189168
845,5308.7730,4438.1098,19.61788266
846,11577.8571,7304.7622,58.49738521
847,7938.7701,6439.3341,23.28557544
848,7840.1202,5653.2441,38.68356168
849,9232.3768,7272.9977,26.94046082
850,7458.4686,5159.5190,44.55744098
851,5821.1569,5163.9569,12.72667551
852,5651.8829,3757.6056,50.41181822
853,10841.6983,7946.3427,36.43632981
854,7602.3097,5734.0164,32.58262949
855,7181.4856,4611.7459,55.72162378
856,8315.4448,6181.6102,34.51907316
857,8058.2057,6949.4339,15.95485128
858,5430.0073,4224.6092,28.53277186
859,8134.8650,7006.8362,16.09897425
860,6555.9402,5150.5058,27.28730779
861,4046.3557,3055.5036,32.42843943
862,9911.9490,7462.0580,32.83130475
863,9749.7853,6351.6642,53.49969799
864,5185.4052,3524.6014,47.12032897
865,8404.6914,6882.8135,22.11127622
866,8128.6886,5854.0093,38.85677630
867,5232.3362,3721.4221,40.60045013
868,10731.2029,8642.0673,24.17402576
869,7633.7131,4607.7407,65.67150022
870,7876.5057,6151.7028,28.03781269
871,6635.2543,5956.1717,11.40132667
872,9875.8400,7443.6294,32.67506358
873,4509.1563,3277.5374,37.57756885
874,5204.8640,4074.9374,27.72868806
875,6243.8743,4097.1538,52.39540716
876,12346.2384,6687.7701,84.60919125
877,7276.3569,5595.2252,30.04582881
878,10659.4558,7133.3263,49.43177042
879,4557.8212,3137.1638,45.28476893
880,8739.6092,6507.2284,34.30616857
881,5408.7400,3219.3263,68.00844115
882,7407.6232,5970.2695,24.07518930
883,5696.5771,4011.6014,42.00257146
884,6548.4343,4740.4799,38.13863713
885,6255.3994,4810.8715,30.02632540
886,7782.6543,5349.5408,45.48266080
887,8432.0232,5652.5869,49.17105045
888,8922.1473,7242.4478,23.19242831
889,5156.5670,3316.3310,55.49011688
890,6892.8650,4813.6667,43.19364927
891,8828.1925,7283.8341,21.20254790
892,9879.7727,5723.5210,72.61704253
893,7350.9562,5645.1638,30.21688075
894,10756.0802,6576.6019,63.55072726
895,10519.2787,8364.1096,25.76686931
896,7520.3626,6460.4223,16.40667262
897,3769.9400,3266.4299,15.41469151
898,8961.2946,4685.1585,91.26982795
899,7012.7188,3833.6659,82.92461981
900,6739.0511,5140.1925,31.10503269
901,8705.4164,6023.4919,44.52441549
902,5241.5657,4606.8851,13.77678470
903,12797.7153,10903.1724,17.37607040
904,6925.3686,5301.3563,30.63390183
905,9960.2543,7363.5828,35.26369735
906,12963.3971,9277.4617,39.72999877
907,6879.1686,5774.3706,19.13278542
908,5636.9114,3096.2436,82.05645683
909,12963.7753,8974.0147,44.45903763
910,7013.9316,4640.9767,51.13050749
911,11487.2493,8572.5499,34.00037850
912,6145.7705,5454.9211,12.66470055
913,11010.4282,7169.8318,53.56605992
914,11336.4901,8008.0696,41.56333103
915,6648.2153,6093.9425,9.09547140
916,6116.8621,4784.9065,27.83660486
917,8267.4143,5426.5711,52.35061220
918,6456.4545,4143.4579,55.82285697
919,6976.7518,4399.0288,58.59754761
920,6524.5547,5165.5230,26.30966427
921,11621.7273,7707.4533,50.78556903
922,8201.4429,6750.6494,21.49116858
923,5811.6402,4908.8654,18.39070169
924,5939.8571,3784.4895,56.95266499
925,7144.4419,6343.8113,12.62065499
926,8721.5057,6068.6970,43.71298745
927,8038.6695,5347.3546,50.32983833
928,9872.9286,6498.6317,51.92318975
929,6756.0907,5044.8515,33.92050570
930,8090.4857,6382.9907,26.75070551
931,4387.4011,3046.2457,44.02650307
932,8950.4400,6166.2184,45.15282192
933,9051.0341,5917.2664,52.95972072
934,8229.3000,5567.8438,47.80048187
935,6811.2465,4700.1926,44.91419978
936,8009.4914,6278.6107,27.56789332
937,8597.6200,6124.6589,40.37712295
938,10832.4108,8241.5800,31.43609240
939,6927.1971,5203.3240,33.13022849
940,8694.9290,6066.3715,43.32997879
941,6116.2007,4175.9138,46.46376896
942,7153.9857,5168.6497,38.41111695
943,7812.7914,6280.9254,24.38917709
944,8721.6827,7282.5151,19.76195892
945,5079.5581,3797.8677,33.74762916
946,5147.1829,3433.4639,49.91224760
947,9193.0316,7733.7210,18.86944928
948,7071.4548,6865.6527,2.99756055
949,6980.5326,4014.5638,73.88022502
950,7093.9138,4640.7822,52.86030426
951,9115.9171,6684.6061,36.37179305
952,7139.7190,6117.9397,16.70136321
953,6812.2890,4098.3776,66.21916230
954,8442.4286,5761.5431,46.53068441
955,5620.6886,3984.3543,41.06899464
956,4748.0259,3130.5491,51.66751144
957,9920.1926,6243.3828,58.89130786
958,4883.4051,3721.0974,31.23561443
959,8563.7989,5812.7703,47.32732282
960,8097.8714,5607.6032,44.40877983
961,7466.6543,5751.1865,29.82806785
962,8391.8754,5296.4703,58.44279063
963,14341.4188,7830.7664,83.14195767
964,11407.5345,8407.7288,35.67914463
965,10346.1400,6973.2042,48.36995646
966,5605.3771,4175.7599,34.23609757
967,10215.1429,7357.0466,38.84841819
968,8540.1420,6083.2056,40.38884425
969,4129.8319,2993.0385,37.98124920
970,4217.4257,2547.2761,65.56610062
971,9829.2385,7009.9458,40.21846744
972,4544.9718,2487.6789,82.69929757
973,7713.7886,5402.5688,42.78001646
974,13234.1095,10207.8391,29.64653326
975,9218.1800,6489.9674,42.03738602
976,8783.5857,5499.4009,59.71895525
977,6402.6436,3487.2529,83.60135810
978,8638.6335,6041.5631,42.98673046
979,7798.4278,5002.2448,55.89856442
980,8609.4743,5722.5291,50.44876276
981,8795.3105,6092.7692,44.35653491
982,9892.6790,6549.6145,51.04215673
983,12048.6086,8824.7962,36.53129530
984,7389.9684,4991.7126,48.04474853
985,9458.6408,7518.1655,25.81048932
986,7489.7845,5190.5201,44.29737957
987,8386.7734,5586.5336,50.12481634
988,5266.5864,4232.4432,24.43371851
989,6332.4854,4384.2270,44.43789943
990,7713.3068,5336.5444,44.53748064
991,6337.9000,5282.6457,19.97586768
992,6937.5857,4719.3520,47.00293052
993,9304.8267,6230.7570,49.33701781
994,6011.8457,3338.3147,80.08624953
995,10835.4205,7972.2477,35.91424792
996,8231.7983,5087.5524,61.80272269
997,6385.2371,4161.2552,53.44497765
998,4938.2184,3812.9674,29.51116327
999,11831.6619,7006.0187,68.87853791
1000,8463.4489,6656.7241,27.14134955
1001,6893.6034,4208.7692,63.79143216
1002,6933.5836,5350.8933,29.57805767
1003,9509.9857,5647.3403,68.39760249
1004,6296.1679,4275.1638,47.27313824
1005,7101.1057,5475.6923,29.68416257
1006,7405.5328,5526.3124,34.00496188
1007,8056.4419,6127.8422,31.47273751
1008,6461.5807,4405.2135,46.68030958
1009,5520.4672,4183.0201,31.97323947
1010,10212.0680,7778.3735,31.28796044
1011,9286.8000,6729.0606,38.01034860
1012,6604.7117,5612.7270,17.67384491
1013,5052.6000,3129.5431,61.44848627
1014,15772.5543,9297.6876,69.63953713
1015,7117.0229,5161.3636,37.89035919
1016,7008.9114,4104.4639,70.76314109
1017,8463.0319,6207.7986,36.32903480
1018,13184.6818,10572.5488,24.70674784
1019,11023.8618,7527.7989,46.44203488
1020,9982.7657,8260.7355,20.84596723
1021,9483.0231,8381.2222,13.14606394
1022,8904.8114,6036.1189,47.52544812
1023,7298.4119,5210.2827,40.07708099
1024,6967.5467,5453.9791,27.75162117
1025,8538.1782,6520.8014,30.93755866
1026,11768.6771,7641.1375,54.01734490
1027,16190.6255,10665.0144,51.81062956
1028,6190.2200,3543.4639,74.69403465
1029,6883.8148,4215.9650,63.27969416
1030,4781.4046,2652.7972,80.24010857
1031,6091.7914,3825.7273,59.23224512
1032,11387.4986,7401.4988,53.85395350
1033,16583.4589,11638.7680,42.48465946
1034,8591.0227,4787.1612,79.45964929
1035,6445.9205,3586.0514,79.74980646
1036,5618.5543,4470.2984,25.68633730
1037,7964.4701,6040.7855,31.84494007
1038,6804.9197,5182.6121,31.30289548
1039,9196.6203,7393.9741,24.37993722
1040,10602.6714,7143.1818,48.43065315
1041,6818.8248,5554.9684,22.75182031
1042,5002.1057,3420.7622,46.22781025
1043,10036.9772,7774.8881,29.09481222
1044,7683.4598,5760.9907,33.37046009
1045,9039.0508,6529.9887,38.42368373
1046,10662.7863,7091.0909,50.36877205
1047,6109.1983,3890.4743,57.02965259
1048,8327.4589,5704.7907,45.97308411
1049,4669.4161,3446.7989,35.47109248
1050,8703.8343,6322.2019,37.67093307
1051,9156.1137,6140.3641,49.11353144
1052,8800.9000,6019.9161,46.19639007
1053,11139.4646,7124.5893,56.35237454
1054,7413.4844,4904.5893,51.15402993
1055,9305.5511,6778.5916,37.27853248
1056,4393.4182,3469.4454,26.63171407
1057,7105.9858,5865.4292,21.15031231
1058,8883.5143,5941.5175,49.51591596
1059,9624.3796,7441.8631,29.32755497
1060,8768.7886,6151.2844,42.55215702
1061,8251.8247,6669.7786,23.71962045
1062,7941.3343,5153.3613,54.10008760
1063,5100.4221,3592.2042,41.98586288
1064,10926.0514,8255.8928,32.34245802
1065,5063.2555,3517.0259,43.96412404
1066,12172.3657,10177.7506,19.59779929
1067,6613.5328,5081.1494,30.15820424
1068,5025.9856,3967.4382,26.68087927
1069,7977.8470,4929.0000,61.85528556
1070,8131.3711,6136.5197,32.50786233
1071,7085.2890,5160.6450,37.29463925
1072,8415.5314,5521.7552,52.40681732
1073,8477.0857,6297.5315,34.60966026
1074,6231.5767,4253.6332,46.50009637
1075,11870.3768,11170.0742,6.26945273
1076,4280.9143,3080.8392,38.95286518
1077,5547.2114,3627.0513,52.93997788
1078,8607.0546,5348.7716,60.91647397
1079,10941.2714,6853.3271,59.64904630
1080,11356.0803,9273.2471,22.46066709
1081,7761.2413,4809.8705,61.36071184
1082,8260.3295,6045.0888,36.64529735
1083,5685.6571,4708.4316,20.75480077
1084,7075.3134,5616.6497,25.97035295
1085,9220.5892,6213.0928,48.40578631
1086,10026.7543,5769.5893,73.78627346
1087,7190.1756,5538.5499,29.82054487
1088,6417.2971,3997.5058,60.53252753
1089,11540.7257,9034.9161,27.73473054
1090,8305.2670,4929.7710,68.47165920
1091,9939.8017,6913.9327,43.76480232
1092,12778.2883,11316.6782,12.91554058
1093,9417.6989,7451.5304,26.38610314
1094,4858.8358,4351.0115,11.67140728
1095,5804.1473,3939.8671,47.31835143
1096,6458.2943,4639.2284,39.21052545
1097,10378.8694,9352.2680,10.97703144
1098,6540.3210,4206.1098,55.49572677
1099,9184.2938,6796.5844,35.13101911
1100,7147.5405,4005.4965,78.44331020
1101,11991.6204,8318.3643,44.15839471
1102,7917.6277,6277.4799,26.12748877
1103,5946.7971,4266.5545,39.38172145
1104,6273.9562,4821.6897,30.11945299
1105,5603.5171,3716.9487,50.75583679
1106,5899.7025,4070.4780,44.93881579
1107,7949.9236,4873.9454,63.11064200
1108,7813.7557,4047.0958,93.07068769
1109,6126.5292,3982.9080,53.82050317
1110,5707.7592,3566.6209,60.03268411
1111,6578.0171,4169.6270,57.76032437
1112,12847.2314,8106.6737,58.47722467
1113,7465.2436,5942.0209,25.63475920
1114,22029.8555,19549.9907,12.68473648
1115,7275.3600,5512.4200,31.98123621
